id,qname,parent_qname,elr,elr_id,role_definition,elr_order,depth,order,parent_id
00b76fe7-20e0-4ac0-9485-a711b08f8830,core:RecoverableAmountSpecificIntangibleAssetBasedValueInUseTruefalse,core:SpecificMaterialImpairmentLossOrReversalIntangibleAssetsGrouping,http://xbrl.frc.org.uk/fr/core/roles/NotesAndDetailedDisclosuresFRS102,302,302 - Notes and Detailed Disclosures (FRS 102),302,6,504,0a211cba-bb63-49b3-93c9-22b8522ce35c
00c3e464-7063-4d4d-8cbe-50337ad9fcc8,curr:BrazilianReal,curr:FullCurrenciesListHeading,http://xbrl.frc.org.uk/cd/roles/Dimensions-Content,500,500 - Dimensions Content,500,5,3331,b58f2337-5d0a-4b1a-a2e8-12c51ec0b399
00ed7996-1e06-4341-b1b9-f02d38b59e61,core:GoodwillInInvestmentsTransferredToGoodwill,core:IncreaseDecreaseInPeriodInvestments,http://xbrl.frc.org.uk/cd/roles/Dimensions-Content,500,500 - Dimensions Content,500,5,1319,6ae39d9a-b45c-46ae-8fc3-3c6fbb6b6644
00ef774a-6aca-4299-830e-971c46131cd2,curr:TaiwaneseNewDollar,curr:FullCurrenciesListHeading,http://xbrl.frc.org.uk/cd/roles/Dimensions-Content,500,500 - Dimensions Content,500,5,2244,b58f2337-5d0a-4b1a-a2e8-12c51ec0b399
00f48e64-c6b4-42ba-b20e-57b9db0cc7e9,core:ContingentLiabilitiesRecognisedInBusinessCombinationIncreaseDecreaseFromUnwindingDiscount,core:ContingentLiabilitiesRecognisedInBusinessCombination-MovementAnalysisHeading,http://xbrl.frc.org.uk/fr/core/roles/NotesAndDetailedDisclosuresFRS102,302,302 - Notes and Detailed Disclosures (FRS 102),302,7,305,32896d98-c5a0-49d2-b554-d66e0d18ce50
00f53287-1fe3-417e-80fe-f6fda9c29fa2,core:IncomeFromGovernment-relatedEntity,core:Government-relatedEntitiesGrouping,http://xbrl.frc.org.uk/fr/core/roles/NotesAndDetailedDisclosuresFRS102,302,302 - Notes and Detailed Disclosures (FRS 102),302,3,2543,e251826d-d186-44c0-ba53-97a731eeac04
00f61c87-e28d-403c-a058-e56d317f75ae,countries:WallisFutuna,countries:CountryListHeading,http://xbrl.frc.org.uk/cd/roles/Dimensions-Content,500,500 - Dimensions Content,500,6,696,e84b2441-d4b0-4666-8ca8-8db548fbc0e4
00f738da-5aa6-44b0-9d22-19e30682b3c7,bus:IncorporatedByActParliament,bus:LegalFormEntityHeading,http://xbrl.frc.org.uk/cd/roles/Dimensions-Content,500,500 - Dimensions Content,500,4,80,1e17c744-bdb9-4a5a-a3c5-230c223e8960
00fd95e9-e3f2-412c-bcf4-70abd3662a91,curr:EuropeanUnitAccount9EUA-9,curr:FullCurrenciesListHeading,http://xbrl.frc.org.uk/cd/roles/Dimensions-Content,500,500 - Dimensions Content,500,5,3364,b58f2337-5d0a-4b1a-a2e8-12c51ec0b399
010b640f-6e3c-4e2f-ac23-61bb089802de,countries:Réunion,countries:CountryListHeading,http://xbrl.frc.org.uk/cd/roles/Dimensions-Content,500,500 - Dimensions Content,500,5,2014,e84b2441-d4b0-4666-8ca8-8db548fbc0e4
011e34c4-669a-421a-b6d1-989495d3d30a,core:UseSegmentReportingDimensionsForAnalysisIntangibleAssetsBySegmentGuidance,core:IntangibleAssetsHeading,http://xbrl.frc.org.uk/fr/core/roles/NotesAndDetailedDisclosuresFRS102,302,302 - Notes and Detailed Disclosures (FRS 102),302,3,1008,4bb17087-76cf-49ac-a6cc-4139bcf4820c
012595c6-9957-4b5f-b29e-4ae25b0ebe1d,core:SpecificSecuritisationNotesInIssueItemComponentTotalSecuritisationNotesInIssue,core:SecuritisationNotesInIssue,http://xbrl.frc.org.uk/fr/core/roles/NotesAndDetailedDisclosuresFRS102,302,302 - Notes and Detailed Disclosures (FRS 102),302,7,1314,525180b9-5b70-4cb8-9f41-e45a957369f8
0129add8-b6a5-415e-9810-9f9b364c365d,core:InterestBearingFinancialInstruments,core:InterestRateTypeFinancialInstrumentHeading,http://xbrl.frc.org.uk/cd/roles/Dimensions-Content,500,500 - Dimensions Content,500,4,1580,d266bd33-b4d1-411c-8459-ff36f1d5ff1d
012a97db-c2a1-46ac-acb4-fbf5007817c7,countries:SintMaartenDutchPart,countries:CountryListHeading,http://xbrl.frc.org.uk/cd/roles/Dimensions-Content,500,500 - Dimensions Content,500,5,3248,e84b2441-d4b0-4666-8ca8-8db548fbc0e4
012b0b46-b37b-4565-95a7-49139d9571c2,countries:EnglandWales,countries:HomeCountriesHeading,http://xbrl.frc.org.uk/cd/roles/Dimensions-Content,500,500 - Dimensions Content,500,5,1798,9edcee88-a27e-419f-a4d3-93ef7fed6785
012c2677-2bab-4e72-baa5-58f148aba91b,core:TransferFromStage3To1,core:TransferToStage1,http://xbrl.frc.org.uk/cd/roles/Dimensions-Content,500,500 - Dimensions Content,500,7,1671,e2cdb6de-01b9-4123-a573-a914940783bb
0132fb5b-cc8b-48e3-ad06-ce0a384d9ecc,core:TotalLiabilities,core:BalanceSheetFormat2Heading,http://xbrl.frc.org.uk/fr/core/roles/BalanceSheetFRS102,222,222 - Balance Sheet (FRS 102),222,2,97,aa16f05f-bcfb-4490-a75e-687795eaffdd
013f5095-af70-4d6c-a3d7-a07e46a43a62,core:InventoriesFairValueLessCostsToSellNetRealisableValue,core:InventoriesHeading,http://xbrl.frc.org.uk/fr/core/roles/NotesAndDetailedDisclosuresFRS102,302,302 - Notes and Detailed Disclosures (FRS 102),302,3,1235,b5c87f4d-c069-41c7-ac44-48044778eb9c
0146769c-da44-4263-a99c-87ee0a9afd8e,core:CapitalReservesInvestmentFundsOnly,core:InvestmentFunds-specificClassesHeading,http://xbrl.frc.org.uk/cd/roles/Dimensions-Content,500,500 - Dimensions Content,500,5,400,97f58113-5b1d-4e39-8c21-1ad688093804
0146bd5e-6fc1-479e-b285-966378c5b502,bus:UseFollowingItemToIdentifyInitialFinancialStatementsAsRequiredBySection839CompaniesAct2006Guidance,bus:ReportInformationHeading,http://xbrl.frc.org.uk/cd/roles/Report-Information,3,003 - Report Information,3,1,37,9948057b-9e41-46d0-9a59-14066720082d
