id,qname,namespace,local_name,xbrl_type,full_type,substitution_group,period_type,abstract,nillable,balance,preferred_label_role,is_dimension,is_typed_dimension,typed_domain_type,is_analysis_dimension,is_grouping_dimension
01ff9b4e-cf4b-4710-bb5d-77d3cb50a1d7,core:DisposalsDiscontinuedOperationsHeading,http://xbrl.frc.org.uk/fr/2023-01-01/core,DisposalsDiscontinuedOperationsHeading,stringItemType,types:headingItemType,xbrli:item,duration,true,true,,,false,false,,false,false
02161844-e001-4397-b07d-0ba1a2708961,direp:StatementThatMembersHaveNotRequiredCompanyToObtainAnAudit,http://xbrl.frc.org.uk/reports/2023-01-01/direp,StatementThatMembersHaveNotRequiredCompanyToObtainAnAudit,stringItemType,xbrli:stringItemType,xbrli:item,duration,false,true,,,false,false,,false,false
021809fc-c40e-42ea-af3e-8dc952d9ba92,dpl:Item8,http://xbrl.frc.org.uk/dpl/2023-01-01,Item8,stringItemType,nonnum:domainItemType,xbrli:item,duration,true,false,,,false,false,,false,false
0222bff6-59f1-436d-9cdc-2a84962f4183,countries:FurtherSpecificRegion4ComponentAllCountriesRegions,http://xbrl.frc.org.uk/cd/2023-01-01/countries,FurtherSpecificRegion4ComponentAllCountriesRegions,stringItemType,nonnum:domainItemType,xbrli:item,duration,true,true,,,false,false,,false,false
0229d2fe-654b-43bf-a0b1-66039077b229,core:UseBiologicalAssetsMaturityDimensionToDistinguishMatureImmatureAssetsGuidance,http://xbrl.frc.org.uk/fr/2023-01-01/core,UseBiologicalAssetsMaturityDimensionToDistinguishMatureImmatureAssetsGuidance,stringItemType,types:guidanceItemType,xbrli:item,duration,true,true,,,false,false,,false,false
023cbb16-da3b-4a07-ab9a-064b9720c49c,core:DescriptionSignificantChangesInCarryingAmountNetInvestmentInFinanceLeasesLessor,http://xbrl.frc.org.uk/fr/2023-01-01/core,DescriptionSignificantChangesInCarryingAmountNetInvestmentInFinanceLeasesLessor,stringItemType,xbrli:stringItemType,xbrli:item,duration,false,true,,,false,false,,false,false
025030a5-20df-49e3-8278-4c9f1f20551b,core:TransactionCostsIncreaseDecreaseInEquity,http://xbrl.frc.org.uk/fr/2023-01-01/core,TransactionCostsIncreaseDecreaseInEquity,monetaryItemType,xbrli:monetaryItemType,xbrli:item,duration,false,true,credit,,false,false,,false,false
025407e4-9362-457d-98e6-3c6876caf79d,accrep:UseThirdPartyAgentStatusDimensionToIdentifyMultipleAccountantsOrJointAccountantsGuidance,http://xbrl.frc.org.uk/reports/2023-01-01/accrep,UseThirdPartyAgentStatusDimensionToIdentifyMultipleAccountantsOrJointAccountantsGuidance,stringItemType,types:guidanceItemType,xbrli:item,duration,true,true,,,false,false,,false,false
02550481-6edc-454e-88b5-76f345d65300,core:StatementOnNon-disclosureInformationRegardingProvisions,http://xbrl.frc.org.uk/fr/2023-01-01/core,StatementOnNon-disclosureInformationRegardingProvisions,stringItemType,xbrli:stringItemType,xbrli:item,duration,false,true,,,false,false,,false,false
025627dd-bd01-4c82-ab7d-0110dbeaa0a7,core:ProductService7,http://xbrl.frc.org.uk/fr/2023-01-01/core,ProductService7,stringItemType,nonnum:domainItemType,xbrli:item,duration,true,true,,,false,false,,false,false
026639e2-591d-4b41-9042-7b3a6842e1b9,direp:PaymentsToThirdPartiesForDirectorsServicesHeading,http://xbrl.frc.org.uk/reports/2023-01-01/direp,PaymentsToThirdPartiesForDirectorsServicesHeading,stringItemType,types:headingItemType,xbrli:item,duration,true,true,,,false,false,,false,false
02718ffd-95d8-46a4-8695-0530f799473c,core:DescriptionRelationshipBetweenReportingEntityTrusteesManagersDefinedBenefitPlan,http://xbrl.frc.org.uk/fr/2023-01-01/core,DescriptionRelationshipBetweenReportingEntityTrusteesManagersDefinedBenefitPlan,stringItemType,xbrli:stringItemType,xbrli:item,duration,false,true,,,false,false,,false,false
0279f1e5-f0fb-4f0c-b66a-2dbad33cc4bc,core:SubsidiariesWithMaterialNon-controllingInterests,http://xbrl.frc.org.uk/fr/2023-01-01/core,SubsidiariesWithMaterialNon-controllingInterests,stringItemType,nonnum:domainItemType,xbrli:item,duration,true,true,,,false,false,,false,false
