qname,path_count,parent_count,total_occurrences
core:Associate46,2,2,2
core:Associate47,2,2,2
core:Associate48,2,2,2
core:Associate49,2,2,2
core:Associate5,2,2,2
core:Associate50,2,2,2
core:Associate6,2,2,2
core:Associate7,2,2,2
core:Associate8,2,2,2
core:Associate9,2,2,2
core:Available-for-saleFinancialAssets,2,2,2
core:BadDebts,2,2,2
core:BalanceSheetStatementFinancialPositionFree-textComment,2,2,2
core:BankingArrangementsClassifiedAsCashCashEquivalents,2,2,2
core:CalledUpShareCapitalNotPaid,2,2,2
core:CalledUpShareCapitalNotPaidNotExpressedAsCurrentAsset,2,2,2
core:CarryingValueDefault,2,2,2
core:CashCashEquivalentsAcquired,2,2,2
core:CashTransferredToAcquireEntity,2,2,2
core:CertificatesDepositHeld,2,2,2
core:CommissionClawback,2,2,2
core:ComprehensiveIncomeExpense,2,2,2
core:ContingentLiabilityOnBusinessCombination,2,2,2
core:ContingentRentsRecognisedAsIncome,2,2,2
core:CoronavirusJobRetentionSchemeIncome,2,2,2
core:CurrentAssets,2,2,2
core:CurrentTaxExpenseCreditOnShare-basedPaymentArrangementRecognisedInEquity,2,2,2
core:DecommissioningRestorationDilapidations,2,2,2
core:DecreaseInAssetsOrLiabilitiesDefinedBenefitPlanFromBenefitsPaid,2,2,2
core:DeferredConsiderationForBusinessCombination,2,2,2
core:DeferredConsiderations,2,2,2
core:DeferredTaxAssets,2,2,2
core:DeferredTaxExpenseCreditOnShare-basedPaymentArrangementRecognisedInEquity,2,2,2
core:DeferredTaxExpenseCreditRelatingToChangesInTaxRatesOrLaws,2,2,2
core:DeferredTaxLiabilities,2,2,2
core:DepositsWithCreditInstitutions,2,2,2
core:DepreciationAmortisationImpairmentExpense,2,2,2
core:DepreciationExpensePropertyPlantEquipment,2,2,2
core:DescriptionBusinessCombinationDisclosuresWhichAreIncompleteOrProvisionalReasonsForThis,2,2,2
core:DescriptionConversionDebtToEquity,2,2,2
core:DescriptionMeasurementBasisForBiologicalAssetsCostModel,2,2,2
